191-champagne-ruinart-brut	1	-	-	45.00	-	-	-	#	-	
14619-225-sauternes-tullibardine-en-etui	1	-	-	43.10	-	-	-	47,90	-	
24602-argile-2016-domaine-des-ardoisieres	1	-	-	15.90	-	-	-	#	-	
22623-saint-feuillien-triple-75cl-brasserie-saint-feuillien	1	-	-	8.30	-	-	-	#	-	
20588-domaine-casanova-blanc	1	-	-	7.20	-	-	-	#	-	
25788-mondeuse-2016-cuvee-gastronomie-domaine-jean-perrier-fils	1	-	-	15.99	-	-	-	#	-	
20871-bourbon-jim-beam-white-1-verre-en-etui	1	-	-	20.90	-	-	-	#	-	
14015-chateau-smith-haut-lafitte-2010	1	-	-	145.00	-	-	-	#	-	
12801-armagnac-celebration-1983-chateau-de-laubade	1	-	-	93.00	-	-	-	#	-	
26380-magnum-chateau-gravettes-samonac-cuvee-elegance-2014	1	-	-	#	-	-	-	#	-	
22500-quartz-2015-domaine-des-ardoisieres	1	-	-	65.90	-	-	-	#	-	
8980-glenmorangie-18-ans-en-etui	1	-	-	88.00	-	-	-	#	-	
6003-talisker-10-ans-en-etui	1	-	-	49.90	-	-	-	#	-	
11597-chateau-suduiraut-2009-1er-cru-classe	1	-	-	85.00	-	-	-	#	-	
22323-un-baiser-2012-clos-des-vins-d-amour	1	-	-	#	-	-	-	#	-	
23852-roussette-de-savoie-2016-domaine-jean-vullien	1	-	-	11.50	-	-	-	#	-	
20586-domaine-casanova-gris-rose	1	-	-	7.20	-	-	-	#	-	
23827-cuvee-yl-blanc-2016-domaine-yves-leccia	1	-	-	17.50	-	-	-	#	-	
26595-magnum-occultum-lapidem-2015-domaine-de-bila-haut	1	-	-	29.90	-	-	-	#	-	
24335-mondeuse-terres-rouges-2016-domaine-jp-et-jf-quenard	1	-	-	11.50	-	-	-	#	-	
12302-chateau-yquem-2008-1er-cru-classe-superieur	1	-	-	269.00	-	-	-	#	-	
23830-patrimonio-rouge-2014-domaine-yves-leccia	1	-	-	19.90	-	-	-	#	-	
23817-magnum-c-est-trop-2016-les-maitres-vignerons-de-la-presqu-ile-de-saint-tropez	1	-	-	12.99	-	-	-	#	-	
25599-kendall-jackson-vintner-s-reserve-chardonnay-2015	1	-	-	24.50	-	-	-	#	-	
14032-le-petit-cheval-2010-second-vin-du-chateau-cheval-blanc	1	-	-	254.90	-	-	-	#	-	
23818-cubi-c-est-trop-2016-les-maitres-vignerons-de-la-presqu-ile-de-saint-tropez	1	-	-	18.99	-	-	-	#	-	
22025-ole-2015-domaine-le-colombier	1	-	-	9.50	-	-	-	#	-	
21616-blanc-futs-de-chene-2015-jean-paul-brun-domaine-des-terres-dorees	1	-	-	14.90	-	-	-	#	-	
23563-miraflors-2016-domaine-lafage	1	-	-	9.90	-	-	-	#	-	
23722-roussette-anne-sophie-2014-domaine-jp-et-jf-quenard	1	-	-	14.90	-	-	-	#	-	
22493-chateau-smith-haut-lafitte-blanc-2009	1	-	-	129.00	-	-	-	#	-	
23634-clos-canarelli-rose-2016	1	-	-	17.99	-	-	-	#	-	
19257-quinta-da-ervamoira-10-ans-ramos-pinto	1	-	-	28.90	-	-	-	#	-	
24695-roussette-marestel-2015-les-tourelles-chateau-de-la-mar	1	-	-	11.90	-	-	-	#	-	
24694-roussette-marestel-2014-le-golliat-chateau-de-la-mar	1	-	-	17.50	-	-	-	#	-	
26131-clos-vougeot-grand-cru-2014-domaine-marchand-tawse	1	-	-	169.00	-	-	-	#	-	
23715-riesling-clos-sainte-hune-2011-domaine-trimbach	1	-	-	139.00	-	-	-	#	-	
24739-clos-de-vougeot-grand-cru-2015-domaine-de-la-vougeraie	1	-	-	#	-	-	-	#	-	
24038-m-de-minuty-blanc-2016	1	-	-	11.90	-	-	-	#	-	
20854-cubi-uby-cube-blanc-sec-domaine-uby	1	-	-	22.50	-	-	-	#	-	
26140-clos-vougeot-grand-cru-2015-duband-david	1	-	-	159.00	-	-	-	#	-	
23706-prestige-rose-2016-chateau-puech-haut	1	-	-	13.90	-	-	-	#	-	
26377-magnum-le-chevalier-de-sterimberg-2007-maison-paul-jaboulet-aine	1	-	-	86.40	-	-	-	108,00	-	
23912-cuvee-domaine-rose-2016-domaine-de-fondreche	1	-	-	9.80	-	-	-	#	-	
6346-porto-niepoort-white	1	-	-	15.90	-	-	-	#	-	
17618-bib-bourgogne-chardonnay-la-chablisienne	1	-	-	20.95	-	-	-	#	-	
23957-jeroboam-cuvee-minuty-prestige-rose-2016	1	-	-	79.00	-	-	-	#	-	
14268-demi-bouteille-chateau-yquem-2005-1er-cru-classe-superieur	1	-	-	279.00	-	-	-	#	-	
26570-gewurztraminer-vendanges-tardives-2011-domaine-trimbach	1	-	-	39.90	-	-	-	#	-	
25480-francis-ford-coppola-diamond-collection-zinfandel-2015	1	-	-	17.90	-	-	-	20,90	-	
13542-porto-tawny-burmester-en-etui	1	-	-	16.30	-	-	-	#	-	
23562-lbv-2012-ramos-pinto-en-etui	1	-	-	18.99	-	-	-	21,50	-	
16328-corton-vergennes-grand-cru-2011-domaine-chanson-pere-et-fils	1	-	-	89.90	-	-	-	99,90	-	
23709-magnum-prestige-rose-2016-chateau-puech-haut	1	-	-	29.90	-	-	-	#	-	
25256-cubi-cotes-du-rhone-2016-domaine-chantepierre	1	-	-	17.99	-	-	-	#	-	
24741-nuits-saint-georges-1er-cru-les-damodes-2015-domaine-de-la-vougeraie	1	-	-	#	-	-	-	#	-	
22184-ramos-pinto-duas-quintas-2014	1	-	-	9.50	-	-	-	13,90	-	
26145-nuits-saint-georges-1er-cru-blanc-clos-de-l-arlot-monopole-2015-domaine-de-l-arlot	1	-	-	79.90	-	-	-	#	-	
22852-cubi-marselan-cellier-des-gorges-de-l-ardeche	1	-	-	15.40	-	-	-	#	-	
25085-bib-marius-grenache-syrah-2016-michel-chapoutier	1	-	-	24.00	-	-	-	#	-	
23913-magnum-cuvee-domaine-rose-2016-domaine-de-fondreche	1	-	-	21.50	-	-	-	#	-	
25708-colombard-sauvignon-2016-villa-dria	1	-	-	6.90	-	-	-	#	-	
23688-rose-reserve-2016-grand-veneur-alain-jaume	1	-	-	7.15	-	-	-	8,95	-	
21659-clos-mireille-cru-classe-2015-blanc-de-blancs-domaines-ott	1	-	-	21.35	-	-	-	#	-	
23930-magnum-premieres-grives-2016-domaine-du-tariquet	1	-	-	14.90	-	-	-	#	-	
23631-rose-de-pressee-2016-domaine-du-tariquet	1	-	-	4.95	-	-	-	#	-	
25044-magnum-dune-gris-de-gris-2016	1	-	-	14.90	-	-	-	#	-	
24775-tannat-merlot-2016-alain-brumont	1	-	-	7.00	-	-	-	#	-	
25509-lbv-2012-porto-burmester-en-etui	1	-	-	21.90	-	-	-	#	-	
26396-niepoort-batuta-2015	1	-	-	67.50	-	-	-	#	-	
26372-corton-grand-cru-clos-de-la-vigne-au-saint-2006-domaine-louis-latour	1	-	-	47.90	-	-	-	59,90	-	
25410-cubi-crozes-hermitage-grand-classique-cave-de-tain	1	-	-	27.10	-	-	-	#	-	
22609-mercurey-1er-cru-clos-du-paradis-2013-domaine-voarick	1	-	-	16.90	-	-	-	24,90	-	
17711-cubi-bib-art-rose-le-benjamin-de-puech-haut	1	-	-	19.00	-	-	-	24,00	-	
17500-cubi-cirus-rouge-alain-brumont	1	-	-	18.90	-	-	-	#	-	
23880-alpilles-rose-2016-domaine-de-valdition	1	-	-	#	-	-	-	#	-	
23306-hydropathe-elite-2016-domaine-sainte-lucie	1	-	-	16.00	-	-	-	#	-	
23553-domaine-de-trevallon-2014	1	-	-	50.00	-	-	-	#	-	
25625-le-paradis-saint-pierre-blanc-2016-domaine-coursodon	1	-	-	29.70	-	-	-	#	-	
22478-chateau-montus-2012	1	-	-	25.00	-	-	-	#	-	
17282-cubi-rose-uby-cube-domaine-uby	1	-	-	22.50	-	-	-	#	-	
23719-marselan-rose-2016-domaine-du-tariquet	1	-	-	6.15	-	-	-	#	-	
22185-ramos-pinto-blanc-duas-quintas-2015	1	-	-	9.50	-	-	-	13,90	-	
23100-chateau-du-cedre-2014	1	-	-	13.95	-	-	-	17,40	-	
26170-mercurey-blanc-2016-chateau-de-chamirey	1	-	-	23.90	-	-	-	#	-	
23807-le-saint-andre-rouge-2016-saint-andre-de-figuiere	1	-	-	8.00	-	-	-	#	-	
24081-pommard-1er-cru-les-jarollieres-2009-domaine-de-la-pousse-d-or	1	-	-	69.00	-	-	-	#	-	
25763-magnum-chateau-cadet-2013	1	-	-	34.90	-	-	-	#	-	
13596-magnum-domaine-de-l-aurage-2010	1	-	-	89.50	-	-	-	#	-	
23708-jeroboam-prestige-rose-2016-chateau-puech-haut	1	-	-	62.50	-	-	-	#	-	
26177-charmes-chambertin-grand-cru-2015-alex-gambal	1	-	-	159.00	-	-	-	#	-	
26437-rethore-davy-sauvignon-2016	1	-	-	8.50	-	-	-	#	-	
25868-chateau-du-breuil-grolleau-rouge-2015	1	-	-	9.90	-	-	-	#	-	
24030-rethore-davy-chardonnay-2016	1	-	-	8.90	-	-	-	#	-	
17501-magnum-caisse-bois-chateau-bouscasse-2010	1	-	-	34.90	-	-	-	#	-	
26343-chateau-de-fosse-seche-arcane-2016	1	-	-	18.80	-	-	-	#	-	
26189-volnay-1er-cru-clos-des-angles-2012-nicolas-rossignol	1	-	-	64.90	-	-	-	#	-	
26526-le-bourg-2011-clos-rougeard	1	-	-	390.90	-	-	-	#	-	
26527-le-bourg-2012-clos-rougeard	1	-	-	440.00	-	-	-	#	-	
23298-mip-classic-2016-domaine-sainte-lucie	1	-	-	10.15	-	-	-	#	-	
24015-rose-2016-chateau-sainte-croix	1	-	-	#	-	-	-	#	-	
25999-chateau-d-ampuis-2013-e-guigal	1	-	-	88.90	-	-	-	#	-	
24267-pernand-vergelesses-1er-cru-en-caradeux-2015-domaine-poisot	1	-	-	36.90	-	-	-	#	-	
24274-pernand-vergelesses-blanc-2015-domaine-poisot	1	-	-	25.90	-	-	-	#	-	
26218-pernand-vergelesses-1er-cru-les-vergelesses-2015-chanson-pere-et-fils	1	-	-	49.90	-	-	-	#	-	
23360-vendemiaire-octobre-2010-chateau-bouscasse	1	-	-	13.50	-	-	-	#	-	
22716-ode-d-aydie-pacherenc-du-vic-bilh-sec-2015-chateau-d-aydie	1	-	-	13.10	-	-	-	#	-	
22487-chateau-montus-blanc-2012	1	-	-	20.50	-	-	-	#	-	
23184-larmes-celestes-2015-chateau-bouscasse	1	-	-	11.10	-	-	-	#	-	
24811-tete-de-belier-2015-chateau-puech-haut	1	-	-	22.40	-	-	-	24,90	-	
25607-saget-la-perriere-quincy-2016	1	-	-	10.90	-	-	-	13,90	-	
26102-domaine-yannick-amirault-la-petite-cave-2015	1	-	-	23.50	-	-	-	#	-	
24636-chateau-pibarnon-2013	1	-	-	34.00	-	-	-	#	-	
23303-jeroboam-mip-classic-2016-domaine-sainte-lucie	1	-	-	60.00	-	-	-	#	-	
25145-clos-de-la-croix-de-pierre-2014-louis-jadot	1	-	-	29.90	-	-	-	#	-	
23304-nabuchodonosor-mip-classic-2016-domaine-sainte-lucie	1	-	-	440.95	-	-	-	490,00	-	
20604-bandol-tarente-rouge-2011-moulin-de-la-roque	1	-	-	14.39	-	-	-	15,99	-	
23300-magnum-mip-classic-2016-domaine-sainte-lucie	1	-	-	21.00	-	-	-	#	-	
23311-les-petits-diables-2016-domaine-des-diables	1	-	-	8.70	-	-	-	#	-	
22953-volnay-1er-cru-clos-des-chenes-2013-chateau-de-meursault	1	-	-	49.90	-	-	-	#	-	
26183-volnay-cuvee-nathan-2014-vincent-latour	1	-	-	33.90	-	-	-	#	-	
23318-volnay-1er-cru-en-chevret-2012-louis-latour	1	-	-	37.90	-	-	-	#	-	
24719-pernand-vergelesses-1er-cru-en-caradeux-2015-chanson-pere-et-fils	1	-	-	49.50	-	-	-	#	-	
24082-volnay-1er-cru-clos-de-la-bousse-d-or-2013-domaine-de-la-pousse-d-or	1	-	-	67.90	-	-	-	#	-	
24083-volnay-1er-cru-clos-des-60-ouvrees-2011-domaine-de-la-pousse-d-or	1	-	-	69.90	-	-	-	#	-	
18068-miraval-rouge-2013	1	-	-	19.00	-	-	-	#	-	
21100-magnum-beaune-greves-1er-cru-2014-chateau-de-meursault	1	-	-	89.90	-	-	-	#	-	
26219-magnum-coffret-bois-guy-saget-saint-nicolas-de-bourgueil-2009	1	-	-	25.50	-	-	-	#	-	
26020-magnum-tete-de-belier-2015-chateau-puech-haut	1	-	-	49.90	-	-	-	#	-	
23806-le-saint-andre-blanc-2016-saint-andre-de-figuiere	1	-	-	#	-	-	-	#	-	
23738-magnum-les-enfants-terribles-rose-2016-aegerter-pere-et-fils	1	-	-	14.90	-	-	-	#	-	
23803-le-saint-andre-2016-saint-andre-de-figuiere	1	-	-	8.00	-	-	-	#	-	
24261-volnay-1er-cru-clos-des-chenes-2015-domaine-fontaine-gagnard	1	-	-	51.90	-	-	-	#	-	
23805-le-saint-andre-2016-cubi-saint-andre-de-figuiere	1	-	-	41.20	-	-	-	#	-	
17871-cubi-perle-rose-domaine-ramatuelle	1	-	-	14.90	-	-	-	#	-	
23737-les-enfants-terribles-rose-bio-2016-aegerter-pere-et-fils	1	-	-	8.40	-	-	-	#	-	
25384-saget-la-perriere-pouilly-sur-loire-2016	1	-	-	13.90	-	-	-	#	-	
26528-breze-2012-clos-rougeard	1	-	-	330.00	-	-	-	#	-	
23139-pinot-noir-2014-domaine-de-valmoissine-louis-latour	1	-	-	12.50	-	-	-	#	-	
23483-domaine-roches-neuves-thierry-germain-les-memoires-2016	1	-	-	38.00	-	-	-	#	-	
23908-cubi-les-enfants-terribles-rose-2016-aegerter-pere-et-fils	1	-	-	18.99	-	-	-	#	-	
26531-clos-rougeard-2011	1	-	-	175.00	-	-	-	#	-	
26533-les-poyeux-2011-clos-rougeard	1	-	-	220.00	-	-	-	#	-	
26525-le-bourg-2010-clos-rougeard	1	-	-	510.00	-	-	-	#	-	
23476-domaine-roches-neuves-thierry-germain-franc-de-pied-2016	1	-	-	31.00	-	-	-	#	-	
26534-les-poyeux-2012-clos-rougeard	1	-	-	280.00	-	-	-	#	-	
25642-coulee-de-serrant-clos-de-la-bergerie-2015	1	-	-	42.90	-	-	-	#	-	
23480-domaine-roches-neuves-thierry-germain-terres-chaudes-2016	1	-	-	21.90	-	-	-	#	-	
23482-domaine-des-roches-neuves-thierry-germain-domaine-2016	1	-	-	13.30	-	-	-	#	-	
23478-domaine-roches-neuves-thierry-germain-la-marginale-2016	1	-	-	30.00	-	-	-	#	-	
23481-domaine-des-roches-neuves-thierry-germain-les-roches-2016	1	-	-	12.90	-	-	-	#	-	
24087-domaine-henry-pelle-menetou-salon-morogues-rouge-2015	1	-	-	18.50	-	-	-	#	-	
13078-cubi-bib-art-le-benjamin-de-puech-haut	1	-	-	19.00	-	-	-	24,00	-	
23964-cubi-la-source-moulin-de-la-roque	1	-	-	22.99	-	-	-	#	-	
24250-puligny-montrachet-village-2015-domaine-alain-chavy	1	-	-	#	-	-	-	#	-	
24913-chateau-de-fosse-seche-eolithe-2015	1	-	-	16.50	-	-	-	#	-	
25255-domaine-de-la-coche-grolleau-gris-2016	1	-	-	8.50	-	-	-	#	-	
25305-puligny-montrachet-1er-cru-les-pucelles-2014-olivier-leflaive	1	-	-	129.90	-	-	-	#	-	
24270-puligny-montrachet-1er-cru-les-combettes-2015-domaine-jacques-prieur	1	-	-	89.90	-	-	-	#	-	
23341-clos-de-la-garenne-2013-louis-jadot	1	-	-	66.90	-	-	-	#	-	
19167-puligny-montrachet-2013-olivier-leflaive	1	-	-	#	-	-	-	21,60	-	
24253-puligny-montrachet-1er-cru-clavoillons-2015-alain-chavy	1	-	-	63.90	-	-	-	#	-	
24252-puligny-montrachet-1er-cru-les-folatieres-2015-alain-chavy	1	-	-	64.90	-	-	-	#	-	
25597-joseph-mellot-destinea-2015	1	-	-	10.50	-	-	-	#	-	
22849-chateau-de-varennes-savennieres-2013	1	-	-	18.50	-	-	-	#	-	
20427-chateau-de-la-mulonniere-l-effet-papillon-2013	1	-	-	16.20	-	-	-	#	-	
23618-chateau-du-breuil-savennieres-2015	1	-	-	19.50	-	-	-	#	-	
23035-vincent-gaudry-sancerre-vincengetorix-2015	1	-	-	19.00	-	-	-	#	-	
24733-charmes-chambertin-grand-cru-les-mazoyeres-2015-domaine-de-la-vougeraie	1	-	-	169.90	-	-	-	#	-	
24749-domaine-yannick-amirault-la-mine-2016	1	-	-	15.50	-	-	-	#	-	
23485-domaine-roches-neuves-thierry-germain-l-insolite-2016	1	-	-	21.90	-	-	-	#	-	
24724-charmes-chambertin-grand-cru-2008-domaine-chanson-pere-et-fils	1	-	-	179.99	-	-	-	#	-	
25612-chateau-cadet-2014	1	-	-	16.90	-	-	-	#	-	
19332-chateau-moulin-de-clotte-2010	1	-	-	10.95	-	-	-	#	-	
15101-domaine-de-l-aurage-2010	1	-	-	39.90	-	-	-	#	-	
25157-chateau-de-pitray-2015	1	-	-	12.35	-	-	-	#	-	
23617-magnum-pinot-noir-2014-domaine-de-valmoissine-louis-latour	1	-	-	20.70	-	-	-	25,90	-	
26193-pommard-les-petits-noizons-2015-domaine-prunier-jp-laurent	1	-	-	28.80	-	-	-	35,90	-	
16079-volnay-1er-cru-en-chevret-2011-louis-latour	1	-	-	37.90	-	-	-	#	-	
23366-santenay-2015-louis-latour	1	-	-	18.99	-	-	-	21,50	-	
26137-saint-aubin-1er-cru-en-remilly-2014-olivier-leflaive	1	-	-	38.80	-	-	-	44,99	-	
23624-laforet-blanc-2015-joseph-drouhin	1	-	-	13.70	-	-	-	#	-	
24137-pouilly-fuisse-vieilles-vignes-2015-domaine-guerrin-et-fils	1	-	-	19.90	-	-	-	#	-	
25888-hautes-cotes-de-beaune-la-perriere-2015-domaine-bourgogne-devaux	1	-	-	16.99	-	-	-	#	-	
23202-pernand-vergelesses-1er-cru-en-caradeux-2014-louis-latour	1	-	-	25.99	-	-	-	#	-	
24866-meursault-2015-aegerter-pere-et-fils	1	-	-	31.90	-	-	-	39,90	-	
25482-meursault-clos-des-grands-charrons-2014-chateau-de-meursault	1	-	-	49.99	-	-	-	#	-	
25925-mercurey-1er-cru-les-ruelles-monopole-2013-chateau-de-chamirey	1	-	-	31.50	-	-	-	#	-	
21089-chassagne-montrachet-1er-cru-boudriotte-2014-lamy-pillot	1	-	-	27.90	-	-	-	34,90	-	
23307-magnum-hydropathe-elite-2016-domaine-sainte-lucie	1	-	-	45.00	-	-	-	#	-	
24364-blanc-mercurey-2015-domaine-michel-juillot	1	-	-	21.50	-	-	-	#	-	
26418-beaune-feves-1er-cru-2014-chateau-de-meursault	1	-	-	29.90	-	-	-	40,90	-	
22032-mercurey-1er-cru-les-combins-2012-domaine-michel-juillot	1	-	-	25.90	-	-	-	#	-	
25910-mercurey-1er-cru-la-mission-2013-chateau-de-chamirey	1	-	-	35.00	-	-	-	#	-	
24720-blanc-mercurey-2013-domaine-chanson-pere-et-fils	1	-	-	21.90	-	-	-	#	-	
24257-les-caillerets-chassagne-montrachet-1er-cru-2015-domaine-fontaine-gagnard	1	-	-	#	-	-	-	24,50	-	
25061-hautes-cotes-de-nuits-2016-pierre-gruber	1	-	-	11.90	-	-	-	16,90	-	
24259-chassagne-montrachet-villages-2015-domaine-fontaine-gagnard	1	-	-	#	-	-	-	24,50	-	
26171-mercurey-rouge-2015-chateau-de-chamirey	1	-	-	25.90	-	-	-	#	-	
24256-la-boudriotte-chassagne-montrachet-1er-cru-2015-domaine-fontaine-gagnard	1	-	-	#	-	-	-	24,50	-	
23270-chassagne-montrachet-1er-cru-les-chenevottes-2013-domaine-bruno-colin	1	-	-	#	-	-	-	12,99	-	
24129-chassagne-montrachet-1er-cru-virondot-2012-domaine-marc-morey-fils	1	-	-	#	-	-	-	24,50	-	
23628-chassagne-montrachet-1er-cru-morgeot-2014-louis-latour	1	-	-	#	-	-	-	13,99	-	
26502-bourgogne-aligote-2015-domaine-colbois	1	-	-	12.50	-	-	-	#	-	
23672-coteaux-bourguignons-cuvee-caprice-2015	1	-	-	7.90	-	-	-	#	-	
24782-les-morgeots-2014-alex-gambal	1	-	-	64.90	-	-	-	#	-	
25306-magnum-chassagne-montrachet-1er-cru-abbaye-de-morgeot-2012-olivier-leflaive	1	-	-	149.90	-	-	-	#	-	
24408-chassagne-montrachet-1er-cru-la-maltroie-2012-domaine-bernard-moreau	1	-	-	67.90	-	-	-	#	-	
26180-chassagne-montrachet-1er-cru-les-morgeots-2015-vincent-latour	1	-	-	54.90	-	-	-	#	-	
23625-pouilly-vinzelles-en-paradis-2014-louis-latour	1	-	-	13.90	-	-	-	17,90	-	
24258-les-vergers-chassagne-montrachet-1er-cru-2015-domaine-fontaine-gagnard	1	-	-	#	-	-	-	24,50	-	
23267-chassagne-montrachet-1er-cru-les-vergers-2014-domaine-bruno-colin	1	-	-	#	-	-	-	13,99	-	
20553-chassagne-montrachet-1er-cru-les-chenevottes-2013-chanson-pere-et-fils	1	-	-	77.90	-	-	-	#	-	
19484-pommard-1er-cru-chaponnieres-2010-louis-jadot	1	-	-	55.90	-	-	-	#	-	
15219-michel-chapoutier-pinteivera-2012	1	-	-	16.10	-	-	-	#	-	
24036-mercurey-2015-domaine-de-la-grangerie	1	-	-	17.99	-	-	-	#	-	
26130-folle-noire-d-ambat-2016-domaine-le-roc	1	-	-	9.99	-	-	-	#	-	
23974-pouilly-vinzelles-les-quarts-2015-la-soufrandiere	1	-	-	#	-	-	-	12,99	-	
20105-magnum-pouilly-fuisse-2014-domaine-chanson-pere-et-fils	1	-	-	49.99	-	-	-	#	-	
23973-pouilly-vinzelles-2015-la-soufrandiere	1	-	-	24.90	-	-	-	#	-	
22263-roc-classique-2014-domaine-le-roc	1	-	-	9.05	-	-	-	#	-	
19974-don-quichotte-2014-domaine-le-roc	1	-	-	16.00	-	-	-	#	-	
24804-francois-chidaine-touraine-rouge-2016	1	-	-	9.99	-	-	-	#	-	
18048-domaine-fournier-pere-et-fils-magnum-cuvee-silex-2012	1	-	-	49.50	-	-	-	#	-	
20414-domaine-de-vaugondy-vouvray-methode-traditionnelle-brut	1	-	-	10.90	-	-	-	#	-	
25234-chateau-de-vallagon-touraine-rouge-2015	1	-	-	6.30	-	-	-	8,50	-	
21425-frederic-mabileau-les-rouilleres-2015	1	-	-	13.90	-	-	-	#	-	
25038-domaine-des-grandes-esperances-touraine-rouge-la-java-2015	1	-	-	8.70	-	-	-	#	-	
19881-pouilly-fuisse-2014-domaine-chanson-pere-et-fils	1	-	-	24.90	-	-	-	#	-	
23731-la-chevallerie-50-cl-de-terroir-2016	1	-	-	8.50	-	-	-	#	-	
24946-la-perriere-la-petite-perriere-pinot-noir-2016	1	-	-	8.90	-	-	-	#	-	
22265-domaine-jm-sorbe-reuilly-rouge-2015	1	-	-	12.90	-	-	-	#	-	
25437-guy-saget-muscadet-2016	1	-	-	7.50	-	-	-	#	-	
25468-domaine-yannick-amirault-la-source-2016	1	-	-	13.90	-	-	-	#	-	
25307-bernard-fouquet-domaine-des-aubuisieres-vouvray-sec-le-petit-clos-2016	1	-	-	14.50	-	-	-	#	-	
25865-domaine-yannick-amirault-malgagnes-amphore-2016	1	-	-	27.90	-	-	-	#	-	
20413-domaine-de-vaugondy-vouvray-sec-2012	1	-	-	11.50	-	-	-	#	-	
6300-medici-ermete-i-quercioli-reggiano-lambrusco-dolce	1	-	-	4.90	-	-	-	7,70	-	
25202-magnum-val-d-oca-valdobbiadene-extra-dry-millesimato-2016	1	-	-	17.30	-	-	-	25,90	-	
24973-cedre-heritage-2015-chateau-du-cedre	1	-	-	8.50	-	-	-	#	-	
24936-corton-grand-cru-le-rognet-2014-arnoux-pere-et-fils	1	-	-	69.99	-	-	-	79,99	-	
21457-chateau-du-breuil-coteau-du-layon-2014	1	-	-	13.90	-	-	-	#	-	
22188-domaine-didier-dagueneau-jardins-de-babylone-2012	1	-	-	#	-	-	-	#	-	
24821-domaine-carneros-by-taittinger-le-reve-2006	1	-	-	39.90	-	-	-	#	-	
25590-chateau-bellerive-quarts-de-chaume-grand-cru-2014	1	-	-	23.50	-	-	-	#	-	
18787-val-d-oca-prosecco-extra-dry-docg-valdobbiadene-di-colbertaldo	1	-	-	9.70	-	-	-	12,90	-	
24753-chateau-moncontour-la-belle-angerie-2016-vouvray-1-2-sec	1	-	-	11.90	-	-	-	#	-	
22824-chateau-de-la-mulonniere-coteau-du-layon-beaulieu-2003	1	-	-	9.90	-	-	-	12,90	-	
25863-saget-la-perriere-montlouis-sur-loire-2016	1	-	-	9.50	-	-	-	#	-	
23773-bernard-fouquet-domaine-des-aubuisieres-vouvray-moelleux-plan-de-jean-2015	1	-	-	11.90	-	-	-	14,90	-	
25655-geyser-jurancon-sec-2016-domaine-cauhape	1	-	-	13.80	-	-	-	#	-	
25772-domaine-fournier-pere-et-fils-les-belles-vignes-2015	1	-	-	13.90	-	-	-	17,50	-	
24583-jurancon-ballet-d-octobre-2016-domaine-cauhape	1	-	-	12.80	-	-	-	#	-	
