poggio-teo-valiano-2010	gvc	Poggio Teo Valiano 2010	Par 1	11.9		https://grandsvins.carrefour.fr/product/poggio-teo-valiano-2010	Vin	Vins du Monde	Italie - Chianti Classico	2010	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511873468/jn8qjoi1web3zglum11e.png	
masi-serego-alighieri-possessioni-15	gvc	Masi Serego Alighieri Possessioni 2015	Par 1	11.5		https://grandsvins.carrefour.fr/product/masi-serego-alighieri-possessioni-15	Vin	Vins du Monde	Italie - Veneto	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509092434/el1esmzlaae00dqim9sa.png	
mionetto	gvc	Mionetto	Par 1	9.9		https://grandsvins.carrefour.fr/product/mionetto	Effervescent	Vins du Monde	Italie - Prosecco Superiro Valdobbiadene		Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935689/tz4dqhuzjurclp5ugidx.png	
champagne-rose-pommery	gvc	Pommery Springtime Rosé 	Par 1	39.5		https://grandsvins.carrefour.fr/product/champagne-rose-pommery	Champagne	Champagne	Champagne Rosé		Rosé	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509285530/whaprqr2mb0e3j0rqxjn.png	
pommery-rose-champagne	gvc	Pommery Rosé 	Par 1	39.2		https://grandsvins.carrefour.fr/product/pommery-rose-champagne	Champagne	Champagne	Champagne Rosé		Rosé	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935747/qdat77biqqtnjcxwgja0.png	
villa-sandi-valdo-frizzante	gvc	Villa Sandi	Par 1	9.9		https://grandsvins.carrefour.fr/product/villa-sandi-valdo-frizzante	Effervescent	Vins du Monde	Italie - Prosecco Valdobbiadene		Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879452/nbpmu7ormbtid8w5jntj.png	
les-fiefs-campredon-2015	gvc	Les Fiefs de Campredon 2015	Par 1	7.85		https://grandsvins.carrefour.fr/product/les-fiefs-campredon-2015	Vin	Languedoc-Roussillon	Saint-Chinian-Roquebrun	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509385063/fvpmj2cretndsplctrzv.png	
pierre-vidal-terris-14	gvc	Pierre Vidal - Terris 2014	Par 1	6.2		https://grandsvins.carrefour.fr/product/pierre-vidal-terris-14	Vin	Vallée du Rhône	Côtes du Rhône Villages	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509092577/k6o6fnlmuyvhpkoq9xh7.png	
domaine-de-l-obrieu-15	gvc	Domaine de l'Obrieu 2015	Par 1	6.25		https://grandsvins.carrefour.fr/product/domaine-de-l-obrieu-15	Vin	Vallée du Rhône	Côtes du Rhône Villages	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509353304/zow0wsaql9tp0wwkuqo8.png	
philipponnat-royale-reserve	gvc	Philipponnat Royale Réserve	Par 1	29.9		https://grandsvins.carrefour.fr/product/philipponnat-royale-reserve	Champagne	Champagne	Champagne Brut		Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935798/jbrtlijbi2zmjk3fn5rx.png	
dopff-signature-2016-magnum	gvc	Dopff Signature Gewurztraminer 2016	Par 1	18.95		https://grandsvins.carrefour.fr/product/dopff-signature-2016-magnum	Vin	Alsace	Alsace Gewurztraminer	2016	Blanc	150 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511881097/v3qtxinpcywtefi7x7oe.png	
75-aoc-alsace-pinot-blanc-bio-2015-c6	gvc	Domaine Jean Becker 2015	Par 1	8.9		https://grandsvins.carrefour.fr/product/75-aoc-alsace-pinot-blanc-bio-2015-c6	Vin	Alsace	Alsace Pinot Blanc	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509287881/qstopfhlyurboztaxdnq.png	
domaine-jean-becker-schoenenbourg-2015	gvc	Domaine Jean Becker Schoenenbourg 2015	Par 1	14.5		https://grandsvins.carrefour.fr/product/domaine-jean-becker-schoenenbourg-2015	Vin	Alsace	Alsace Gewurztraminer Grand Cru	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935501/ypty3ukhfltqyyxkyvcu.png	
domaine-edmond-rentz-les-murets-16	gvc	Domaine Edmond Rentz "Les Murets" 2016 	Par 1	8.5		https://grandsvins.carrefour.fr/product/domaine-edmond-rentz-les-murets-16	Vin	Alsace	Alsace	2016	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879110/js9jfkogshpbrztv8ucl.png	
chateau-le-virou-vieilles-vignes-2015	gvc	Château Le Virou Vieilles Vignes 2015	Par 1	6.45		https://grandsvins.carrefour.fr/product/chateau-le-virou-vieilles-vignes-2015	Vin	Bordeaux	Blaye-Côtes-de-Bordeaux	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934494/ptr97h8jrvxg0xsbtgsi.png	
chateau-haut-lalande	gvc	Château Haut Lalande 2014	Par 1	5.1		https://grandsvins.carrefour.fr/product/chateau-haut-lalande	Vin	Bordeaux	Blaye-Côtes-de-Bordeaux	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934489/ooiv1bialumwm1o7itep.png	
cuvee-angelique-2016	gvc	Cuvée Angélique 2016	Par 1	7.6		https://grandsvins.carrefour.fr/product/cuvee-angelique-2016	Vin	Alsace	Alsace	2016	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1514977552/eqoqdatx8w5algcys46r.png	
chateau-le-grand-moulin-2015	gvc	Château le Grand Moulin 2015	Par 1	5.8		https://grandsvins.carrefour.fr/product/chateau-le-grand-moulin-2015	Vin	Bordeaux	Blaye-Côtes-de-Bordeaux	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934500/wbat0oxn7hstbjgstfwe.png	
chateau-samonac-reflets-de-france-2014	gvc	Château Samonac "Reflets de France" 2014	Par 1	6.5		https://grandsvins.carrefour.fr/product/chateau-samonac-reflets-de-france-2014	Vin	Bordeaux	Côtes de Bourg	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934477/prity3scela6ztaf5zsf.png	
chateau-laroche-2015	gvc	Château Laroche 2015	Par 1	5.95		https://grandsvins.carrefour.fr/product/chateau-laroche-2015	Vin	Bordeaux	Côtes de Bourg	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934484/lslig3zhthvc3pjzlaks.png	
cote-rotie-guigal-2012	gvc	Maison Guigal - Brune & Blonde 2012	Par 1	37.9		https://grandsvins.carrefour.fr/product/cote-rotie-guigal-2012	Vin	Vallée du Rhône	Côte-Rôtie	2012	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935266/sbortvah3j7y4xvs8ey7.png	
cote-rotie-guigal-13	gvc	Maison Guigal - Brune & Blonde 2013	Par 1	38.95		https://grandsvins.carrefour.fr/product/cote-rotie-guigal-13	Vin	Vallée du Rhône	Côte-Rôtie	2013	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513677685/drajdovj8mjrid7lxmrl.png	
parallele-45-jaboulet-2015	gvc	Parallèle 45 Jaboulet 2015	Par 1	7.95		https://grandsvins.carrefour.fr/product/parallele-45-jaboulet-2015	Vin	Vallée du Rhône	Côtes du Rhône	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935251/luqpikuvzotqbpecu35o.png	
gigondas-guigal-2013	gvc	Maison Guigal 2013	Par 1	17.95		https://grandsvins.carrefour.fr/product/gigondas-guigal-2013	Vin	Vallée du Rhône	Gigondas	2013	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509287333/wifvtcsmrnrzqfnc56du.png	
le-haut-des-dentelles-13	gvc	Le Haut des Dentelles 2013	Par 1	12.35		https://grandsvins.carrefour.fr/product/le-haut-des-dentelles-13	Vin	Vallée du Rhône	Gigondas	2013	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511877980/zkmfgpt7mcy0cmhfq7hq.png	
tardieu-laurent-la-grande-bastide	gvc	Tardieu-Laurent "La Grande Bastide"	Par 1	10.9		https://grandsvins.carrefour.fr/product/tardieu-laurent-la-grande-bastide	Vin	Vallée du Rhône	Vacqueyras	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935304/h6id3n8i7zkrjdqaxx8w.png	
domaine-la-reverie-reflets-de-france-2016	gvc	Domaine La Reverie "Reflets de France" 2016	Par 1	8.5		https://grandsvins.carrefour.fr/product/domaine-la-reverie-reflets-de-france-2016	Vin	Vallée du Rhône	Vacqueyras	2016	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935293/lshf4gpjbfpjt4bjtr0x.png	
paul-jaboulet-aine-domaine-de-thalabert-11	gvc	Paul Jaboulet Ainé - Domaine de Thalabert 2011	Par 1	26.9		https://grandsvins.carrefour.fr/product/paul-jaboulet-aine-domaine-de-thalabert-11	Vin	Vallée du Rhône	Crozes-Hermitage	2011	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509287482/cmstaycushcgmqnnqr8f.png	
domaine-de-la-solitude-2016	gvc	Domaine de la Solitude 2016	Par 1	21.95		https://grandsvins.carrefour.fr/product/domaine-de-la-solitude-2016	Vin	Vallée du Rhône	Châteauneuf-du-Pape	2016	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511881181/f4grxidkfzwkj54ahoaj.png	
condrieu-2015	gvc	François Villard - Les Terrasses du Palat  2015	Par 1	37.9		https://grandsvins.carrefour.fr/product/condrieu-2015	Vin	Vallée du Rhône	Condrieu	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935256/xahzawqphirr7dovn4rl.png	
les-chardons-bio-2016	gvc	Les Chardons Bio 2016	Par 1	6.6		https://grandsvins.carrefour.fr/product/les-chardons-bio-2016	Vin	Vallée de la Loire	Touraine	2016	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515142380/ykb0attofaa5aytbd965.png	
domaine-des-varinelles-2015	gvc	Domaine des Varinelles 2015	Par 1	6.9		https://grandsvins.carrefour.fr/product/domaine-des-varinelles-2015	Vin	Val de Loire	Saumur-Champigny	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935551/pewnkcxqk1lrastxylwu.png	
domaine-fl-grains-nobles-10	gvc	Domaine FL Grains Nobles 2010	Par 1	129.9		https://grandsvins.carrefour.fr/product/domaine-fl-grains-nobles-10	Vin	Val de Loire	Quarts de Chaume Grand Cru	2010	Moelleux	150 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510653410/higuyvoz9e88ruklyoax.png	
75-aoc-ctx-du-layon-blc-moel-dom-des-chesnaies-bio-15c6med	gvc	Domaine des Chesnaies 2015	Par 1	8.2		https://grandsvins.carrefour.fr/product/75-aoc-ctx-du-layon-blc-moel-dom-des-chesnaies-bio-15c6med	Vin	Val de Loire	Coteaux du Layon	2015	Moelleux	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509352454/qxijpj9mkedkljuckwkm.png	
chateau-variere-grande-chevalerie-14	gvc	Château La Varière "La Grande Chevalerie" 2014	Par 1	19.95		https://grandsvins.carrefour.fr/product/chateau-variere-grande-chevalerie-14	Vin	Val de Loire	Anjou Villages Brissac	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509358133/bwzuldzlunkz8kjswccz.png	
chateau-la-barriere-2015	gvc	Château La Barrière 2015	Par 1	6.4		https://grandsvins.carrefour.fr/product/chateau-la-barriere-2015	Vin	Sud-Ouest	Monbazillac	2015	Moelleux	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934914/jrh5dbt7snck7crrbtcf.png	
domaine-cauhape-ballet-d-octobre-15	gvc	Domaine Cauhapé "Ballet d' Octobre" 2015 	Par 1	13.9		https://grandsvins.carrefour.fr/product/domaine-cauhape-ballet-d-octobre-15	Vin	Sud-Ouest	Jurançon	2015	Moelleux	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509288243/wwayyzegdciy1xsfetnc.png	
vent-d-ange	gvc	Vent d'Ange 2013	Par 1	8.8		https://grandsvins.carrefour.fr/product/vent-d-ange	Vin	Sud-Ouest	Jurançon	2013	Moelleux	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934933/k5jyzjtoimiuvxrmu0fj.png	
la-cave-d-augustin-florent-2015-69052	gvc	La Cave d'Augustin Florent 2015	Par 1	6.35		https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-2015-69052	Vin	Sud-Ouest	Monbazillac	2015	Moelleux	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934920/uzc5bq3qnckrhpoksatb.png	
chateau-la-variere-les-guerches-13	gvc	Château La Varière "Les Guerches" 2013	Par 1	27.95		https://grandsvins.carrefour.fr/product/chateau-la-variere-les-guerches-13	Vin	Val de Loire	Quarts de Chaume	2013	Moelleux	50 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511865404/hpii2yqe1qflgnyuby3z.png	
les-jardins-de-suronde-20009	gvc	Les Jardins de Suronde 2009	Par 1	19.9		https://grandsvins.carrefour.fr/product/les-jardins-de-suronde-20009	Vin	Val de Loire	Quarts de Chaume	2009	Moelleux	50 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935535/rprw4vo6oztcld1to1vs.png	
chateau-bellerive-2014	gvc	Château Bellerive 2014	Par 1	14.5		https://grandsvins.carrefour.fr/product/chateau-bellerive-2014	Vin	Val de Loire	Quarts de Chaume	2014	Moelleux	50 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935540/wkpsec345fxlvssy9xdc.png	
domaine-des-quints-15	gvc	Domaine des Quints 2015	Par 1	5.95		https://grandsvins.carrefour.fr/product/domaine-des-quints-15	Vin	Val de Loire	Saumur	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878561/qsnz69ilupybba2wrcju.png	
la-galopine-2012	gvc	Delas La Galopine 2012	Par 1	24.5		https://grandsvins.carrefour.fr/product/la-galopine-2012	Vin	Vallée du Rhône	Condrieu	2012	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935261/kyig5j6kgndqk3iimbwi.png	
domaine-de-la-charmoise-terroir-de-silice-16	gvc	Domaine de la Charmoise "Terroir de Silice" 2016	Par 1	6.2		https://grandsvins.carrefour.fr/product/domaine-de-la-charmoise-terroir-de-silice-16	Vin	Val de Loire	Touraine	2016	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878044/cvl2drn0ixmd47pbrget.png	
tardieu-laurent-15	gvc	Tardieu-Laurent 2015	Par 1	31.95		https://grandsvins.carrefour.fr/product/tardieu-laurent-15	Vin	Vallée du Rhône	Condrieu	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509098353/zc6psiu01tp96syhtama.png	
chateauneuf-du-pape-guigal-2012	gvc	Maison Guigal 2012	Par 1	29.3		https://grandsvins.carrefour.fr/product/chateauneuf-du-pape-guigal-2012	Vin	Vallée du Rhône	Châteauneuf-du-pape	2012	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935310/sdkvjg7sjjv4va22sbjq.png	
domaine-de-la-janasse-2013	gvc	Domaine de La Janasse 2013	Par 1	31.9		https://grandsvins.carrefour.fr/product/domaine-de-la-janasse-2013	Vin	Vallée du Rhône	Chateauneuf-du-Pape	2013	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511866586/wzvj7gxirh3feaud6973.png	
paul-jaboulet-les-cedres-2010	gvc	Paul Jaboulet "les Cèdres" 2010	Par 1	28.95		https://grandsvins.carrefour.fr/product/paul-jaboulet-les-cedres-2010	Vin	Vallée du Rhône	Châteauneuf-du-pape	2010	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935325/xued8duxpsmmjv5xjq69.png	
clos-de-l-oratoire-des-papes-2015	gvc	Clos de L'Oratoire des Papes 2015	Par 1	28.3		https://grandsvins.carrefour.fr/product/clos-de-l-oratoire-des-papes-2015	Vin	Vallée du Rhône	Châteauneuf-du-pape	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935318/hxfmvb2xzpo38c5ki0c7.png	
vignoble-abeille-15	gvc	Vignoble Abeille 2015	Par 1	24.95		https://grandsvins.carrefour.fr/product/vignoble-abeille-15	Vin	Vallée du Rhône	Châteauneuf-du-Pape	2015	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511874377/xijl7u2uakbwo3a2bjev.png	
les-gabets-bio-2015	gvc	Les Gabets Bio 2015	Par 1	13.4		https://grandsvins.carrefour.fr/product/les-gabets-bio-2015	Vin	Vallée du Rhône	Châteauneuf-du-Pape	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515145745/fbjstgotntxhia4ideyn.png	
maison-guigal-16	gvc	Maison Guigal 2016	Par 1	15.9		https://grandsvins.carrefour.fr/product/maison-guigal-16	Vin	Vallée du Rhône	Crozes-Hermitage	2016	Blanc	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513677466/nhy11fedeeorr5bitvfv.png	
crozes-hermitage-rouge-guigal-2014	gvc	Maison Guigal 2014	Par 1	14.9		https://grandsvins.carrefour.fr/product/crozes-hermitage-rouge-guigal-2014	Vin	Vallée du Rhône	Crozes-Hermitage	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510649833/uo0of2z5psahisfhvjyl.png	
vignoble-abeille-2014	gvc	Vignoble Abeille 2014	Par 1	24.2		https://grandsvins.carrefour.fr/product/vignoble-abeille-2014	Vin	Vallée du Rhône	Châteauneuf-du-Pape	2014	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511859057/sbuqc0oe4gtyteih0nah.png	
les-3-lys-2016	gvc	Les 3 Lys 2016	Par 1	7.9		https://grandsvins.carrefour.fr/product/les-3-lys-2016	Vin	Vallée du Rhône	Crozes-Hermitage	2016	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935277/eohniufek59viq17wwoj.png	
domaine-martinelli-rdf-15	gvc	Domaine Martinelli "Reflets de France" 2015	Par 1	8.95		https://grandsvins.carrefour.fr/product/domaine-martinelli-rdf-15	Vin	Vallée du Rhône	Crozes-Hermitage	2015	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509286133/fcbx4kewaffc3rhlqzvw.png	
domaine-le-serre-des-mourres-rdf-16	gvc	Domaine Le Serre des Mourres "Reflets de France"  2016	Par 1	14.5		https://grandsvins.carrefour.fr/product/domaine-le-serre-des-mourres-rdf-16	Vin	Vallée du Rhône	Châteauneuf-du-Pape	2016	Rouge	75 CL	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878474/p4th8khitarhbyjl5mz6.png	
