les-chardons-bio-2016	|accueil|vins|france|val de loire|touraine	Les Chardons Bio 2016	https://grandsvins.carrefour.fr/product/les-chardons-bio-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515142380/ykb0attofaa5aytbd965.png	
domaine-des-varinelles-2015	|accueil|vins|france|val de loire|saumur	Domaine des Varinelles 2015	https://grandsvins.carrefour.fr/product/domaine-des-varinelles-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935551/pewnkcxqk1lrastxylwu.png	
domaine-fl-grains-nobles-10	|accueil|vins|france|val de loire|quarts de chaume	Domaine FL Grains Nobles 2010	https://grandsvins.carrefour.fr/product/domaine-fl-grains-nobles-10	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510653410/higuyvoz9e88ruklyoax.png	
75-aoc-ctx-du-layon-blc-moel-dom-des-chesnaies-bio-15c6med	|accueil|vins|france|val de loire|coteaux du layon	Domaine des Chesnaies 2015	https://grandsvins.carrefour.fr/product/75-aoc-ctx-du-layon-blc-moel-dom-des-chesnaies-bio-15c6med	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509352454/qxijpj9mkedkljuckwkm.png	
chateau-variere-grande-chevalerie-14	|accueil|vins|france|val de loire|anjou villages brissac	Château La Varière "La Grande Chevalerie" 2014	https://grandsvins.carrefour.fr/product/chateau-variere-grande-chevalerie-14	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509358133/bwzuldzlunkz8kjswccz.png	
chateau-la-barriere-2015	|accueil|vins|france|sud-ouest|monbazillac	Château La Barrière 2015	https://grandsvins.carrefour.fr/product/chateau-la-barriere-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934914/jrh5dbt7snck7crrbtcf.png	
domaine-cauhape-ballet-d-octobre-15	|accueil|vins|france|sud-ouest|jurançon	Domaine Cauhapé "Ballet d' Octobre" 2015 	https://grandsvins.carrefour.fr/product/domaine-cauhape-ballet-d-octobre-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509288243/wwayyzegdciy1xsfetnc.png	
vent-d-ange	|accueil|vins|france|sud-ouest|jurançon	Vent d'Ange 2013	https://grandsvins.carrefour.fr/product/vent-d-ange	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934933/k5jyzjtoimiuvxrmu0fj.png	
la-cave-d-augustin-florent-2015-69052	|accueil|vins|france|sud-ouest|monbazillac	La Cave d'Augustin Florent 2015	https://grandsvins.carrefour.fr/product/la-cave-d-augustin-florent-2015-69052	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934920/uzc5bq3qnckrhpoksatb.png	
chateau-la-variere-les-guerches-13	|accueil|vins|france|val de loire|quarts de chaume	Château La Varière "Les Guerches" 2013	https://grandsvins.carrefour.fr/product/chateau-la-variere-les-guerches-13	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511865404/hpii2yqe1qflgnyuby3z.png	
les-jardins-de-suronde-20009	|accueil|vins|france|val de loire|quarts de chaume	Les Jardins de Suronde 2009	https://grandsvins.carrefour.fr/product/les-jardins-de-suronde-20009	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935535/rprw4vo6oztcld1to1vs.png	
chateau-bellerive-2014	|accueil|vins|france|val de loire|quarts de chaume	Château Bellerive 2014	https://grandsvins.carrefour.fr/product/chateau-bellerive-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935540/wkpsec345fxlvssy9xdc.png	
domaine-des-quints-15	|accueil|vins|france|val de loire|saumur	Domaine des Quints 2015	https://grandsvins.carrefour.fr/product/domaine-des-quints-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878561/qsnz69ilupybba2wrcju.png	
la-galopine-2012	|accueil|vins|france|vallée du rhône|condrieu	Delas La Galopine 2012	https://grandsvins.carrefour.fr/product/la-galopine-2012	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935261/kyig5j6kgndqk3iimbwi.png	
domaine-de-la-charmoise-terroir-de-silice-16	|accueil|vins|france|val de loire|touraine	Domaine de la Charmoise "Terroir de Silice" 2016	https://grandsvins.carrefour.fr/product/domaine-de-la-charmoise-terroir-de-silice-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878044/cvl2drn0ixmd47pbrget.png	
tardieu-laurent-15	|accueil|vins|france|vallée du rhône|condrieu	Tardieu-Laurent 2015	https://grandsvins.carrefour.fr/product/tardieu-laurent-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509098353/zc6psiu01tp96syhtama.png	
chateauneuf-du-pape-guigal-2012	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Maison Guigal 2012	https://grandsvins.carrefour.fr/product/chateauneuf-du-pape-guigal-2012	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935310/sdkvjg7sjjv4va22sbjq.png	
domaine-de-la-janasse-2013	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Domaine de La Janasse 2013	https://grandsvins.carrefour.fr/product/domaine-de-la-janasse-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511866586/wzvj7gxirh3feaud6973.png	
paul-jaboulet-les-cedres-2010	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Paul Jaboulet "les Cèdres" 2010	https://grandsvins.carrefour.fr/product/paul-jaboulet-les-cedres-2010	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935325/xued8duxpsmmjv5xjq69.png	
clos-de-l-oratoire-des-papes-2015	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Clos de L'Oratoire des Papes 2015	https://grandsvins.carrefour.fr/product/clos-de-l-oratoire-des-papes-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935318/hxfmvb2xzpo38c5ki0c7.png	
vignoble-abeille-15	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Vignoble Abeille 2015	https://grandsvins.carrefour.fr/product/vignoble-abeille-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511874377/xijl7u2uakbwo3a2bjev.png	
les-gabets-bio-2015	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Les Gabets Bio 2015	https://grandsvins.carrefour.fr/product/les-gabets-bio-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515145745/fbjstgotntxhia4ideyn.png	
maison-guigal-16	|accueil|vins|france|vallée du rhône|crozes-hermitage	Maison Guigal 2016	https://grandsvins.carrefour.fr/product/maison-guigal-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513677466/nhy11fedeeorr5bitvfv.png	
crozes-hermitage-rouge-guigal-2014	|accueil|vins|france|vallée du rhône|crozes-hermitage	Maison Guigal 2014	https://grandsvins.carrefour.fr/product/crozes-hermitage-rouge-guigal-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1510649833/uo0of2z5psahisfhvjyl.png	
vignoble-abeille-2014	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Vignoble Abeille 2014	https://grandsvins.carrefour.fr/product/vignoble-abeille-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511859057/sbuqc0oe4gtyteih0nah.png	
les-3-lys-2016	|accueil|vins|france|vallée du rhône|crozes-hermitage	Les 3 Lys 2016	https://grandsvins.carrefour.fr/product/les-3-lys-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935277/eohniufek59viq17wwoj.png	
domaine-martinelli-rdf-15	|accueil|vins|france|vallée du rhône|crozes-hermitage	Domaine Martinelli "Reflets de France" 2015	https://grandsvins.carrefour.fr/product/domaine-martinelli-rdf-15	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509286133/fcbx4kewaffc3rhlqzvw.png	
domaine-le-serre-des-mourres-rdf-16	|accueil|vins|france|vallée du rhône|châteauneuf-du-pape	Domaine Le Serre des Mourres "Reflets de France"  2016	https://grandsvins.carrefour.fr/product/domaine-le-serre-des-mourres-rdf-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511878474/p4th8khitarhbyjl5mz6.png	
domaine-de-la-daysse-2016	|accueil|vins|france|vallée du rhône|gigondas	Domaine de la Daysse 2016	https://grandsvins.carrefour.fr/product/domaine-de-la-daysse-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1515062538/tw9mnveje2npk3jcpona.png	
maison-guigal-2016	|accueil|vins|france|vallée du rhône|côtes du rhône	Maison Guigal 2016	https://grandsvins.carrefour.fr/product/maison-guigal-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1513675882/xhew5utpjlcbskwptcaq.png	
75-aoc-gigondas-rouge-la-cave-d-augustin-florent-2014	|accueil|vins|france|vallée du rhône|gigondas	La Cave d'Augustin Florent 2014	https://grandsvins.carrefour.fr/product/75-aoc-gigondas-rouge-la-cave-d-augustin-florent-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509091983/dvcnufzn1r6atdlyqvxp.png	
cotes-du-rhone-rouge-guigal-2013	|accueil|vins|france|vallée du rhône|côtes du rhône	Maison Guigal 2013	https://grandsvins.carrefour.fr/product/cotes-du-rhone-rouge-guigal-2013	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509352570/cm7yvnuxftjy7hmwglij.png	
maison-tardieu-laurent-2015	|accueil|vins|france|vallée du rhône|côtes du rhône	Tardieu-Laurent  2015	https://grandsvins.carrefour.fr/product/maison-tardieu-laurent-2015	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509093006/acvyt296lafnm3yatj9j.png	
cote-rotie-grand-vin-2014	|accueil|vins|france|vallée du rhône|côte rôtie	Dauvergne & Ranvier - Grand Vin 2014	https://grandsvins.carrefour.fr/product/cote-rotie-grand-vin-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505935272/el2y6dq01laalqt7iucw.png	
75-aoc-cote-rotie-rg-vignes-rousses-14c6	|accueil|vins|france|vallée du rhône|côte rôtie	Jean-Luc Colombo - Les Vignes Rousses 2014	https://grandsvins.carrefour.fr/product/75-aoc-cote-rotie-rg-vignes-rousses-14c6	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509092939/d071ax2mo5qqxbijm60l.png	
la-resistance-16	|accueil|vins|france|vallée du rhône|côtes du rhône	La Resistance 2016	https://grandsvins.carrefour.fr/product/la-resistance-16	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879163/pgcm4rcsa7n3venezffj.png	
albert-vanel-14	|accueil|vins|france|vallée du rhône|côte rôtie	Albert Vanel 2014	https://grandsvins.carrefour.fr/product/albert-vanel-14	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1511879328/jjyjw7ck8uyrvgeq3ece.png	
chateau-laur-prestige-cuvee-prestige-2014	|accueil|vins|france|sud-ouest|cahors	Château Laur "Cuvée Prestige" 2014	https://grandsvins.carrefour.fr/product/chateau-laur-prestige-cuvee-prestige-2014	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934983/uassntr02tmyagdo3u46.png	
buzet-rouge-vigne-henry-2014-bio	|accueil|vins|france|sud-ouest|buzet	Les Vignes d'Henry 2014	https://grandsvins.carrefour.fr/product/buzet-rouge-vigne-henry-2014-bio	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1509107054/d0tcimpenpc1qka8e95g.png	
chateau-la-salagre-2016	|accueil|vins|france|sud-ouest|bergerac	Château La Salagre 2016	https://grandsvins.carrefour.fr/product/chateau-la-salagre-2016	-	https://res.cloudinary.com/elixup/image/upload/c_pad,h_600,w_600/v1505934965/yxo9gqsvwlkjn6maikmw.png	
