antech-blanquette-de-limoux-brut	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
jaillance-cremant-de-bordeaux-brut	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
jaillance-clairette-de-die-brut	0	-	Bouteille / 75cl	7.2	-	-	Prix / litre : 9,60 €		-	
pierre-chanau-pierre-chanau-cremant-de-loire-brut	0	-	Bouteille / 75cl	5.3	-	-	Prix / litre : 7,06 €		-	
wolberger-chardonnay	0	-	Bouteille / 75cl	15.0	-	-	Prix / litre : 20 €		-	
jean-louis-ballarin-cremant-de-bordeaux-perle-noire-brut	0	-	Bouteille / 75cl	15.0	-	-	Prix / litre : 20 €		-	
lucien-albrecht-cremant-d-alsace-brut-rose	0	-	Bouteille / 75cl	15.0	-	-	Prix / litre : 20 €		-	
lacheteau-cremant-de-loire-rose	0	-	piece / 4.5l	50.73	-	-	Prix / litre : 11,27 €	53,40	-	
lacheteau-cremant-de-loire-rose	0	-	Bouteille / 75cl	8.9	-	-	Prix / litre : 11,86 €		-	
bujonis-cava-brut	0	-	Bouteille / 75cl	8.0	-	-	Prix / litre : 10,66 €		-	
mia-freixenet-brut	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
cuvee-expression-antech-brut-cremant-de-limoux	0	-	Bouteille / 75cl	13.57	-	-	Prix / litre : 18,09 €		-	
ackerman-saumur-brut-1811	0	-	Bouteille / 75cl	11.9	-	-	Prix / litre : 15,86 €		-	
8-secco-prosecco	0	-	Bouteille / 75cl	9.0	-	-	Prix / litre : 12 €		-	
cordon-negro-cava-freixenet-brut-vintage	0	-	Bouteille / 75cl	8.9	-	-	Prix / litre : 11,86 €		-	
henri-obermeyer-cremant-d-alsace	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
jean-louis-ballarin-cuvee-milady-rose-cremant-de-bordeaux	0	-	Bouteille / 75cl	6.3	-	-	Prix / litre : 8,40 €	6,79	-	
lot-de-3-bouteilles-espagne-teviaco-brut	0	-	piece / 2.25l	10.5	-	-	Prix / litre : 4,66 €	35,70	-	
cava-freixenet-methode-traditionnelle-espagnole-cordon-negro-demi-sec	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €	11,90	-	
freixenet-cave-cordon-rosado-brut	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €	8,81	-	
freixenet-espagne-cava-cordon-negro-2-bouteilles-2-flutes	0	-	Bouteille / 75cl	14.3	-	-	Prix / litre : 19,06 €	15,90	-	
espagne-teviaco-brut	0	-	Bouteille / 75cl	11.9	-	-	Prix / litre : 15,86 €		-	
ruinart-champagne-brut-ruinart-r-de-ruinart	0	-	Bouteille / 75cl	44.5	-	-	Prix / litre : 59,33 €		-	
taittinger-salmanazar-champagne-taittinger-brut-reserve	0	-	Salmanazar / 9l	610.0	-	-	Prix / litre : 67,77 €		-	
taittinger-mathusalem-champagne-taittinger-brut-reserve	0	-	Mathusalem / 6l	390.0	-	-	Prix / litre : 65 €		-	
taittinger-balthazar-champagne-taittinger-brut-reserve	0	-	Balthazar / 12l	870.0	-	-	Prix / litre : 72,50 €		-	
taittinger-nabuchodonosor-champagne-taittinger-brut-reserve	0	-	Nabuchodonosor / 15l	1298.0	-	-	Prix / litre : 86,53 €		-	
taittinger-jeroboam-champagne-taittinger-brut-reserve-3-litres	0	-	Double Magnum / 3l	195.0	-	-	Prix / litre : 65 €		-	
moet-et-chandon-magnum-champagne-brut-moet-et-chandon-imperial	0	-	Magnum / 1.5l	74.9	-	-	Prix / litre : 49,93 €		-	
baron-fuente-champagne-brut-baron-fuente-grande-reserve	0	-	Bouteille / 75cl	18.95	-	-	Prix / litre : 25,26 €		-	
perrier-jouet-champagne-perrier-jouet-grand-brut	0	-	Bouteille / 75cl	30.1	-	-	Prix / litre : 40,13 €		-	
dom-perignon-champagne-brut-dom-perignon-millesime-2006-avec-etui	0	-	Bouteille / 75cl	149.0	-	-	Prix / litre : 198,66 €		-	
ondas-del-alma-do-monterei-espagne	0	-	Bouteille / 75cl	13.57	-	-	Prix / litre : 18,09 €		-	
champagne-bollinger-la-grande-annee-champagne-brut-2007	0	-	Bouteille / 75cl	105.9	-	-	Prix / litre : 141,20 €		-	
saumur-brut-grande-cuvee-blanc	0	-	Bouteille / 75cl	9.29	-	-	Prix / litre : 12,38 €		-	
champagne-billecart-salmon-blanc-de-blancs-avec-etui	0	-	#	56.9	-	-	Prix / unité : 56,90 €		-	
champagne-heidsieck-rose-reserve	0	-	Bouteille / 75cl	36.0	-	-	Prix / litre : 48 €		-	
veuve-clicquot-champagne-brut-veuve-clicquot-carte-jaune	0	-	Bouteille / 75cl	37.9	-	-	Prix / litre : 50,53 €		-	
baron-fuente-champagne-brut-baron-fuente-galipette-bio	0	-	Bouteille / 75cl	27.9	-	-	Prix / litre : 37,20 €		-	
domaine-de-l-a-castillon-cotes-de-bordeaux-rouge-2011	0	-	Bouteille / 75cl	26.3	-	-	Prix / litre : 35,06 €		-	
moet-et-chandon-champagne-moet-et-chandon-nectar-imperial-75cl	0	-	Bouteille / 75cl	41.9	-	-	Prix / litre : 55,86 €		-	
taittinger-champagne-taittinger-cuvee-prestige-brut	0	-	Bouteille / 75cl	33.0	-	-	Prix / litre : 44 €		-	
mumm-champagne-brut-mumm-cordon-rouge	0	-	Bouteille / 75cl	24.9	-	-	Prix / litre : 33,20 €		-	
deutz-champagne-deutz-amour-de-deutz-2007	0	-	Bouteille / 75cl	108.99	-	-	Prix / litre : 145,32 €	121,10	-	
canard-duchene-champagne-canard-duchene-bio-extra-brut	0	-	Bouteille / 75cl	26.95	-	-	Prix / litre : 35,93 €		-	
veuve-clicquot-champagne-veuve-clicquot-carte-jaune-avec-etui	0	-	Bouteille / 75cl	42.0	-	-	Prix / litre : 56 €		-	
roederer-champagne-cristal-roederer-brut-2009-avec-etui	0	-	Bouteille / 75cl	189.0	-	-	Prix / litre : 252 €		-	
ayala-champagne-ayala-brut-majeur	0	-	Bouteille / 75cl	26.9	-	-	Prix / litre : 35,86 €		-	
billecart-salmon-champagne-brut-reserve-billecart-salmon	0	-	Bouteille / 75cl	35.9	-	-	Prix / litre : 47,86 €		-	
gosset-champagne-gosset-excellence-brut	0	-	Bouteille / 75cl	29.9	-	-	Prix / litre : 39,86 €		-	
demoiselle-champagne-brut-demoiselle	0	-	Bouteille / 75cl	25.9	-	-	Prix / litre : 34,53 €		-	
billecart-salmon-champagne-billecart-salmon-brut-reserve-avec-etui	0	-	Bouteille / 75cl	38.9	-	-	Prix / litre : 51,86 €		-	
champagne-besserat-de-bellefon-brut-cuvee-grande-tradition	0	-	Bouteille / 75cl	24.9	-	-	Prix / litre : 33,20 €		-	
gosset-champagne-gosset-grande-reserve-brut-etui	0	-	Bouteille / 75cl	34.9	-	-	Prix / litre : 46,53 €		-	
chateau-d-aiguilhe-cotes-de-castillon-rouge-2015	0	-	Bouteille / 75cl	22.0	-	-	Prix / litre : 29,33 €		-	
chateau-cafol-cotes-de-castillon-rouge-2015	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
chateau-cafol-cotes-de-castillon-rouge-2010	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
chateau-fongaban-castillon-cotes-de-bordeaux-rouge-2011	0	-	Bouteille / 75cl	7.9	-	-	Prix / litre : 10,53 €		-	
chateau-joanin-becot-castillon-cotes-de-bordeaux-rouge-2015	0	-	Bouteille / 75cl	16.9	-	-	Prix / litre : 22,53 €		-	
chateau-cap-de-faugeres-cotes-de-castillon-rouge-2015	0	-	Bouteille / 75cl	26.6	-	-	Prix / litre : 35,46 €		-	
champagne-brut-baron-fuente-grands-cepages-chardonnay-etui	0	-	Bouteille / 75cl	27.5	-	-	Prix / litre : 36,66 €		-	
chateau-d-yquem-sauternes-blanc-2015	0	-	Bouteille / 75cl	348.0	-	-	Prix / litre : 464 €		-	
y-d-yquem-bordeaux-blanc-2016	0	-	Bouteille / 75cl	128.0	-	-	Prix / litre : 170,66 €		-	
chateau-suduiraut-demie-bouteille-2005	0	-	Demi-Bouteille / 37,5cl	38.9	-	-	Prix / litre : 103,73 €		-	
chateau-clos-haut-peyraguey-demie-bouteille-2005	0	-	Demi-Bouteille / 37,5cl	26.9	-	-	Prix / litre : 71,73 €		-	
chateau-d-arche-sauternes-blanc-2015	0	-	Bouteille / 75cl	29.5	-	-	Prix / litre : 39,33 €		-	
soleil-d-arche-sauternes-blanc-2015	0	-	Bouteille / 75cl	14.9	-	-	Prix / litre : 19,86 €		-	
chateau-yquem-sauternes-blanc-2001	0	-	Bouteille / 75cl	850.0	-	-	Prix / litre : 1 133,33 €		-	
chateau-la-rame-sainte-croix-du-mont-folies-blanc-2014	0	-	Bouteille / 75cl	9.95	-	-	Prix / litre : 13,26 €		-	
chateau-leoville-las-cases-saint-julien-rouge-2009	0	-	Bouteille / 75cl	389.0	-	-	Prix / litre : 518,66 €		-	
les-fiefs-de-lagrange-saint-julien-rouge-2011	0	-	Bouteille / 75cl	22.9	-	-	Prix / litre : 30,53 €		-	
chateau-cap-d-or-saint-georges-saint-emilion-rouge-2015	0	-	Bouteille / 75cl	10.95	-	-	Prix / litre : 14,60 €		-	
chateau-montrose-saint-estephe-rouge-2013	0	-	Bouteille / 75cl	110.0	-	-	Prix / litre : 146,66 €		-	
clos-saint-martin-saint-emilion-rouge-2011	0	-	Bouteille / 75cl	42.9	-	-	Prix / litre : 57,20 €		-	
grand-roc-puisseguin-saint-emilion-rouge-2015	0	-	Bouteille / 75cl	7.69	-	-	Prix / litre : 10,25 €		-	
chateau-l-evangile-pomerol-rouge-2011	0	-	Bouteille / 75cl	139.0	-	-	Prix / litre : 185,33 €		-	
chateau-couhins-la-gravette-2009	0	-	Bouteille / 75cl	21.9	-	-	Prix / litre : 29,20 €		-	
chateau-pontet-canet-pauillac-grand-cru-classe	0	-	Bouteille / 75cl	99.0	-	-	Prix / litre : 132 €		-	
chateau-d-armailhac-pauillac-rouge-2000	0	-	Bouteille / 75cl	99.0	-	-	Prix / litre : 132 €		-	
la-rose-pauillac-rouge-2014	0	-	Bouteille / 75cl	19.9	-	-	Prix / litre : 26,53 €		-	
chateau-lafite-rothschild-pauillac-rouge-2010	0	-	Bouteille / 75cl	985.0	-	-	Prix / litre : 1 313,33 €		-	
l-heritage-laurenzane-pauillac-rouge-2013	0	-	Bouteille / 75cl	10.7	-	-	Prix / litre : 14,26 €		-	
chateau-pontet-canet-pauillac-rouge-2012	0	-	Bouteille / 75cl	85.0	-	-	Prix / litre : 113,33 €		-	
le-cloitre-de-grand-puy-ducasse-pauillac-rouge-2010	0	-	Bouteille / 75cl	23.5	-	-	Prix / litre : 31,33 €		-	
chateau-duhart-milon-pauillac-rouge-2011	0	-	Bouteille / 75cl	87.0	-	-	Prix / litre : 116 €		-	
chateau-mouton-rothschild-pauillac-rouge-2010	0	-	Bouteille / 75cl	799.0	-	-	Prix / litre : 1 065,33 €		-	
pr-lude-grand-puy-ducasse-pauillac-rouge-2012	0	-	Bouteille / 75cl	23.9	-	-	Prix / litre : 31,86 €		-	
chateau-mouton-rothschild-pauillac-1er-grand-cru-classe-rouge-2011	0	-	Bouteille / 75cl	435.0	-	-	Prix / litre : 580 €		-	
chateau-grand-puy-ducasse-pauillac-rouge-2014	0	-	Bouteille / 75cl	30.9	-	-	Prix / litre : 41,20 €		-	
chateau-plantey-pauillac-cru-bourgeois-rouge-2012	0	-	Bouteille / 75cl	18.0	-	-	Prix / litre : 24 €		-	
chateau-plantey-pauillac-rouge-2014	0	-	Bouteille / 75cl	20.71	-	-	Prix / litre : 27,61 €		-	
chateau-plantey-pauillac-rouge-2009	0	-	Bouteille / 75cl	16.2	-	-	Prix / litre : 21,60 €	18	-	
chateau-lacoste-borie-pauillac-rouge-2014	0	-	Bouteille / 75cl	20.9	-	-	Prix / litre : 27,86 €	21,90	-	
chateau-pichon-comtesse-reserve-de-la-comtesse-pauillac-rouge-2011	0	-	Bouteille / 75cl	32.99	-	-	Prix / litre : 43,98 €	53,20	-	
chateau-lafite-rothschild-pauillac-rouge-2011	0	-	Bouteille / 75cl	620.0	-	-	Prix / litre : 826,66 €	650	-	
chateau-de-fieuzal-pessac-leognan-blanc-2015	0	-	Bouteille / 75cl	35.95	-	-	Prix / litre : 47,93 €		-	
chateau-haut-bergey-pessac-leognan-blanc-2015	0	-	Bouteille / 75cl	27.9	-	-	Prix / litre : 37,20 €		-	
chateau-pape-clement-pessac-leognan-blanc-2015	0	-	Bouteille / 75cl	119.0	-	-	Prix / litre : 158,66 €		-	
chateau-pontac-monplaisir-pessac-leognan-rouge-2012	0	-	Bouteille / 75cl	16.5	-	-	Prix / litre : 22 €		-	
chateau-pape-clement-pessac-leognan-blanc-2007	0	-	Bouteille / 75cl	164.64	-	-	Prix / litre : 219,52 €		-	
chateau-haut-bergey-pessac-leognan-rouge-2003	0	-	#	28.9	-	-	Prix / unité : 28,90 €		-	
l-esprit-de-chevalier-pessac-leognan-second-vin-rouge-2014	0	-	Bouteille / 75cl	26.43	-	-	Prix / litre : 35,24 €		-	
dauphin-du-chateau-lafargue-pessac-leognan-rouge-2014	0	-	Bouteille / 75cl	12.9	-	-	Prix / litre : 17,20 €		-	
chateau-haut-brion-pessac-leognan-rouge-2011	0	-	Bouteille / 75cl	449.0	-	-	Prix / litre : 598,66 €		-	
chateau-clementin-du-pape-pessac-leognan-rouge-2014	0	-	Bouteille / 75cl	22.9	-	-	Prix / litre : 30,53 €		-	
la-clarence-de-haut-brion-pessac-leognan-rouge-2015	0	-	Bouteille / 75cl	129.0	-	-	Prix / litre : 172 €		-	
chateau-carbonnieux-pessac-leognan-blanc-2014	0	-	#	33.65	-	-	Prix / unité : 33,65 €		-	
lacroix-martillac-pessac-leognan-second-vin-rouge-2014	0	-	Bouteille / 75cl	14.95	-	-	Prix / litre : 19,93 €		-	
chateau-fieuzal-pessac-leognan-blanc-2014	0	-	Bouteille / 75cl	38.9	-	-	Prix / litre : 51,86 €		-	
chateau-feytit-clinet-pomerol-rouge-2012	0	-	Bouteille / 75cl	52.0	-	-	Prix / litre : 69,33 €		-	
chateau-mazeyres-pomerol-rouge-2015	0	-	Bouteille / 75cl	23.95	-	-	Prix / litre : 31,93 €		-	
la-croix-de-cantereau-pomerol-rouge-2015	0	-	Bouteille / 75cl	16.5	-	-	Prix / litre : 22 €		-	
chateau-clinet-pomerol-rouge-2014	0	-	Bouteille / 75cl	55.0	-	-	Prix / litre : 73,33 €		-	
la-chartreuse-de-beauregard-pomerol-rouge-2014	0	-	Bouteille / 75cl	27.9	-	-	Prix / litre : 37,20 €		-	
manoir-de-gay-pomerol-rouge-2014	0	-	Bouteille / 75cl	23.9	-	-	Prix / litre : 31,86 €		-	
chateau-la-pointe-pomerol-rouge-2014	0	-	Bouteille / 75cl	32.9	-	-	Prix / litre : 43,86 €		-	
chateau-clos-rene-pomerol-pomerol-rouge-2014	0	-	Bouteille / 75cl	24.9	-	-	Prix / litre : 33,20 €		-	
chateau-feytit-clinet-pomerol-rouge-2014	0	-	Bouteille / 75cl	45.0	-	-	Prix / litre : 60 €	47,70	-	
manoir-de-gay-pomerol-rouge-2015	0	-	Bouteille / 75cl	22.41	-	-	Prix / litre : 29,88 €	24,90	-	
chateau-feytit-clinet-pomerol-rouge-2013	0	-	Bouteille / 75cl	39.12	-	-	Prix / litre : 52,16 €	48,90	-	
chateau-montviel-pomerol-rouge-2015	0	-	Bouteille / 75cl	28.41	-	-	Prix / litre : 37,88 €	29,90	-	
chateau-feytit-clinet-pomerol-2015	0	-	Bouteille / 75cl	55.96	-	-	Prix / litre : 74,61 €	58,90	-	
chateau-faurie-de-souchard-saint-emilion-rouge-2014	0	-	Bouteille / 75cl	36.9	-	-	Prix / litre : 49,20 €		-	
la-cour-maubourg-saint-emilion-grand-cru-rouge-2012	0	-	Bouteille / 75cl	12.14	-	-	Prix / litre : 16,18 €		-	
la-roche-d-argent-saint-emilion-rouge-2016	0	-	Bouteille / 75cl	8.98	-	-	Prix / litre : 11,97 €		-	
la-chapelle-d-ausone-saint-emilion-grand-cru-classe-rouge-2012	0	-	Bouteille / 75cl	190.0	-	-	Prix / litre : 253,33 €		-	
chateau-ausone-saint-emilion-rouge-2011	0	-	Bouteille / 75cl	615.0	-	-	Prix / litre : 820 €		-	
chateau-la-tour-dupin-figeac-saint-emilion-2006-13-75-cl	0	-	Bouteille / 75cl	24.9	-	-	Prix / litre : 33,20 €		-	
chateau-fleur-cardinale-saint-emilion-grand-cru-classe-rouge-2011	0	-	Bouteille / 75cl	31.99	-	-	Prix / litre : 42,65 €		-	
chateau-beau-sejour-becot-saint-emilion-grand-cru-classe-rouge-2015	0	-	Bouteille / 75cl	54.9	-	-	Prix / litre : 73,20 €		-	
chateau-faugeres-saint-emilion-grand-cru-rouge-2015	0	-	#	35.9	-	-	#		-	
chateau-la-couspaude-saint-emilion-grand-cru-2009	0	-	Bouteille / 75cl	52.9	-	-	Prix / litre : 70,53 €		-	
chateau-pavie-macquin-saint-emilion-rouge-2011	0	-	Bouteille / 75cl	49.95	-	-	Prix / litre : 66,60 €		-	
chateau-petit-mangot-saint-emilion-rouge-2010	0	-	Bouteille / 75cl	14.9	-	-	Prix / litre : 19,86 €		-	
chateau-pavie-macquin-saint-emilion-rouge-2010	0	-	Bouteille / 75cl	110.0	-	-	Prix / litre : 146,66 €		-	
chateau-cote-de-baleau-saint-emilion-rouge-2014	0	-	Bouteille / 75cl	37.42	-	-	Prix / litre : 49,89 €		-	
chateau-marquis-de-mons-saint-emilion-grand-cru-rouge-2006	0	-	Bouteille / 75cl	22.5	-	-	Prix / litre : 30 €		-	
chateau-cheval-blanc-saint-emilion-rouge-2010	0	-	#	1300.0	-	-	Prix / unité : 1 300 €		-	
chateau-angelus-saint-emilion-rouge-2014	0	-	Bouteille / 75cl	294.0	-	-	Prix / litre : 392 €		-	
tour-d-artus-saint-emilion-grand-cru-rouge-2012	0	-	Bouteille / 75cl	12.9	-	-	Prix / litre : 17,20 €		-	
chateau-tour-de-pressac-saint-emilion-grand-cru-rouge-2014	0	-	Bouteille / 75cl	22.14	-	-	Prix / litre : 29,52 €		-	
chateau-cap-d-or-saint-georges-saint-emilion-rouge-2014	0	-	Bouteille / 75cl	11.2	-	-	Prix / litre : 14,93 €		-	
chateau-beau-sejour-becot-saint-emilion-premier-rouge-2014	0	-	Bouteille / 75cl	52.9	-	-	Prix / litre : 70,53 €		-	
chateau-pavie-macquin-saint-emilion-grand-cru-classe	0	-	Bouteille / 75cl	78.0	-	-	Prix / litre : 104 €		-	
chateau-pontet-fumet-saint-emilion-rouge-2009-magnum	0	-	Magnum / 1.5l	26.8	-	-	Prix / litre : 17,86 €	29,90	-	
bois-cardinale-saint-emilion-grand-cru-rouge-2012	0	-	Bouteille / 75cl	14.8	-	-	Prix / litre : 19,73 €	15,50	-	
saint-paul-de-dominique-saint-emilion-grand-cru-rouge-2014	0	-	Bouteille / 75cl	17.01	-	-	Prix / litre : 22,68 €	18,90	-	
le-marquis-de-calon-segur-saint-estephe-second-vin-rouge-2014	0	-	Bouteille / 75cl	19.95	-	-	Prix / litre : 26,60 €		-	
chateau-montrose-saint-estephe-rouge-2015	0	-	Bouteille / 75cl	146.0	-	-	Prix / litre : 194,66 €		-	
chateau-cos-labory-saint-estephe-rouge-2012	0	-	Bouteille / 75cl	29.9	-	-	Prix / litre : 39,86 €		-	
chateau-phelan-segur-saint-estephe-rouge-2015	0	-	Bouteille / 75cl	42.9	-	-	Prix / litre : 57,20 €		-	
chateau-cos-labory-saint-estephe-grand-cru-classe-rouge-2015	0	-	Bouteille / 75cl	36.9	-	-	Prix / litre : 49,20 €		-	
chateau-le-rousseliere-saint-estephe-rouge-2012	0	-	Bouteille / 75cl	12.9	-	-	Prix / litre : 17,20 €		-	
chateau-meyney-saint-estephe-rouge-2014	0	-	Bouteille / 75cl	26.9	-	-	Prix / litre : 35,86 €		-	
chateau-montrose-saint-estephe-rouge-2012	0	-	Bouteille / 75cl	74.5	-	-	Prix / litre : 99,33 €		-	
chateau-calon-segur-saint-estephe-rouge-2008	0	-	#	110.0	-	-	Prix / unité : 110 €		-	
les-pagodes-de-cos-saint-estephe-rouge-2009	0	-	Bouteille / 75cl	50.4	-	-	Prix / litre : 67,20 €	56,40	-	
chateau-lafon-rochet-saint-estephe-rouge-2013	0	-	Bouteille / 75cl	32.31	-	-	Prix / litre : 43,08 €	35,90	-	
chateau-montrose-saint-estephe-rouge-2011	0	-	Bouteille / 75cl	99.0	-	-	Prix / litre : 132 €	110	-	
chateau-moulin-saint-georges-saint-emilion-rouge-2014	0	-	Bouteille / 75cl	33.9	-	-	Prix / litre : 45,20 €		-	
chateau-beychevelle-saint-julien-rouge-2014	0	-	Bouteille / 75cl	95.76	-	-	Prix / litre : 127,68 €		-	
chateau-gruaud-larose-saint-julien-grand-cru-classe	0	-	Bouteille / 75cl	62.0	-	-	Prix / litre : 82,66 €		-	
duluc-de-branaire-ducru-saint-julien-rouge-2010-75cl	0	-	Bouteille / 75cl	29.9	-	-	Prix / litre : 39,86 €		-	
chateau-lalande-saint-julien-rouge-2012	0	-	Remise valable jusqu'au 05/02/2018	16.2	-	-	Prix / unité : 21,60 €	18,40	-	
chateau-langoa-barton-saint-julien-rouge-2013	0	-	Bouteille / 75cl	42.9	-	-	Prix / litre : 57,20 €	44,90	-	
chateau-langoa-barton-saint-julien-rouge-2012	0	-	Bouteille / 75cl	46.5	-	-	Prix / litre : 62 €	49	-	
chateau-langoa-barton-saint-julien-grand-cru-classe-rouge-2015	0	-	Bouteille / 75cl	41.71	-	-	Prix / litre : 55,61 €	43,90	-	
chateau-des-arroucats-sainte-croix-du-mont-blanc-2016	0	-	Bouteille / 75cl	5.75	-	-	Prix / litre : 7,66 €	8,62	-	
chateau-raymond-lafon-sauternes-2007	0	-	Bouteille / 75cl	36.9	-	-	Prix / litre : 49,20 €		-	
chateau-raymond-lafon-jeunes-pousses-2010	0	-	Bouteille / 75cl	20.9	-	-	Prix / litre : 27,86 €		-	
l-ilot-de-haut-bergeron-sauternes-blanc-2013	0	-	Bouteille / 75cl	13.5	-	-	Prix / litre : 18 €		-	
la-perle-d-arche-sauternes-blanc-2014	0	-	Bouteille / 75cl	11.95	-	-	Prix / litre : 15,93 €		-	
chateau-filhot-sauternes-grand-cru-classe-blanc-2010	0	-	Bouteille / 75cl	23.9	-	-	Prix / litre : 31,86 €		-	
esquisse-du-chateau-nairac-sauternes-blanc-2005	0	-	Bouteille / 1l	19.9	-	-	Prix / litre : 19,90 €		-	
